Cümle,Tür,,Cümle ,Tür
Sınav soruları gereğinden fazla zordu. ,Öznel,,Gözle görülemeyen canlılara mikroskobik canlılar denir. ,Nesnel
Spor salonundaki müzikler çok kötü seçilmiş. ,Öznel,,Pisa Kulesi eğikliğiyle ünlüdür. ,Nesnel
O kitabı okuyunca zaman kaybetmiş gibi hissettim. ,Öznel,,Roma rakamlarında “X” harfi 10’u temsil eder. ,Nesnel
Bu ceket seni olduğundan kilolu gösteriyor. ,Öznel,,"Türkiye, 1987 yılında Avrupa Birliği’ne tam üyelik başvurusu yapmıştır. ",Nesnel
Bugün kendimi çok enerjik hissediyorum. ,Öznel,,"Fotosentez için su, ışık ve karbondioksit gerekir. ",Nesnel
Bence bu şehirde yaşamak bir ayrıcalık. ,Öznel,,"Ayasofya, UNESCO Dünya Mirası listesindedir. ",Nesnel
Sınıfımızın en çalışkan öğrencisi Ayşe. ,Öznel,,Arjantin’in başkenti Buenos Aires’tir. ,Nesnel
Bu kıyafet hiç tarzım değil. ,Öznel,,"Amazon Nehri, Güney Amerika’da bulunur. ",Nesnel
Yeni çıkan telefon modeli çok pahalı ama değmez. ,Öznel,,"Plüton, 2006 yılında gezegen statüsünden çıkarılmıştır. ",Nesnel
Tatilde geçirdiğim zaman benim için çok özeldi. ,Öznel,,"Türkiye, 36-42 derece kuzey enlemleri arasında yer alır. ",Nesnel
Karpuz peynir ikilisi bana göre çok uyumsuz. ,Öznel,,"Kıta sahanlığı, denizlerin kara altındaki uzantısıdır. ",Nesnel
O sergideki tablolar hayal gücümü zorladı. ,Öznel,,"İngilizce, dünya genelinde en yaygın konuşulan ikinci dildir. ",Nesnel
"Kitabın dili çok ağır, okuması zor. ",Öznel,,İnsan beyni ortalama 1.4 kg’dır. ,Nesnel
Bu telefonun kamerası beklentimi karşılamadı. ,Öznel,,Yeryüzündeki en yüksek şelale Angel Şelalesi’dir. ,Nesnel
Yeni dizideki oyunculuklar çok yapay duruyor. ,Öznel,,Dünya’daki en küçük ülke Vatikan’dır. ,Nesnel
Yaz mevsimi bence çok bunaltıcı. ,Öznel,,Okyanuslar Dünya’nın %70’ini kaplar. ,Nesnel
En iyi tatil deniz kenarında olandır. ,Öznel,,Ay Dünya'dan ortalama 384.000 km uzaklıktadır. ,Nesnel
Bu sabah içtiğim kahve hayatımın en iyisiydi. ,Öznel,,Türkiye'nin resmi dili Türkçedir. ,Nesnel
Yürüyüş yapmak bana hep huzur verir. ,Öznel,,Lise öğrenimi zorunlu eğitim kapsamındadır. ,Nesnel
O dizinin finali tamamen hayal kırıklığıydı. ,Öznel,,Dünya üzerinde dört ana mevsim vardır. ,Nesnel
Bu odanın rengi çok iç karartıcı. ,Öznel,,"Karbon, tüm canlılarda bulunan bir elementtir. ",Nesnel
Bana göre kalabalık ortamlarda çalışmak imkânsız. ,Öznel,,Mısır piramitleri Giza bölgesinde yer alır. ,Nesnel
Onun söyledikleri hiç samimi gelmedi. ,Öznel,,Rüzgar gülleri elektrik üretiminde kullanılır. ,Nesnel
Bu müzik türü beni çok dinlendiriyor. ,Öznel,,"İstanbul, Türkiye’nin en kalabalık şehridir. ",Nesnel
Yağmurlu havalarda kitap okumak çok keyifli. ,Öznel,,Türkiye'de trafik sağdan akar. ,Nesnel
Bu kadar ağır makyaj hiç hoşuma gitmiyor. ,Öznel,,Nisan ayı genellikle baharın başlangıcı olarak kabul edilir. ,Nesnel
Kedi sahiplenmek hayatımda verdiğim en iyi karardı. ,Öznel,,Türkiye’deki en büyük adalardan biri Gökçeada’dır. ,Nesnel
Yeni açılan kafede atmosfer çok soğuktu. ,Öznel,,Türkiye 1982 Anayasası ile yönetilmektedir. ,Nesnel
Sabah erken kalkmak bana göre değil. ,Öznel,,Dünya'daki en uzun tren tüneli Gotthard Base Tüneli’dir. ,Nesnel
Bence herkesin bir hobisi olmalı. ,Öznel,,Vücudun bağışıklık sistemi hastalıklara karşı koruma sağlar. ,Nesnel
Filmdeki oyunculuklar çok yapay geldi bana. ,Öznel,,"Kaptan Cook, Avustralya kıyılarını keşfeden ilk Avrupalılardandır. ",Nesnel
O tatlıyı abarttıkları kadar güzel bulmadım. ,Öznel,,"Kuzey Yarımküre’de yaz, haziran ayında başlar. ",Nesnel
Mavi rengi diğer renklere göre daha huzur verici buluyorum. ,Öznel,,Kış gündönümünde gece en uzun süresine ulaşır. ,Nesnel
Bu şehir insanı boğuyor. ,Öznel,,İstanbul Boğazı üzerinde üç köprü bulunmaktadır. ,Nesnel
"Sade kahve içemem, çok acı geliyor. ",Öznel,,"Su döngüsü, doğada suyun buharlaşıp tekrar yağmur olarak düşmesiyle gerçekleşir. ",Nesnel
Kitap kapağı içeriğe göre çok basit tasarlanmış. ,Öznel,,Türkiye’nin ilk yerli otomobili TOGG’dur. ,Nesnel
O yazarın dili bana çok ağır geliyor. ,Öznel,,Everest Dağı Himalayalar’dadır. ,Nesnel
Yeni işyerimde pek mutlu değilim. ,Öznel,,"Radyoloji, görüntüleme tekniklerini inceleyen bir tıp dalıdır. ",Nesnel
"O yemeği denemek istemiyorum, görüntüsü bile kötü. ",Öznel,,Türkiye'nin yüzölçümü yaklaşık 780 bin kilometrekaredir. ,Nesnel
En rahat ayakkabılar spor ayakkabılar bence. ,Öznel,,"Galileo, teleskopla gökyüzünü gözlemleyen ilk bilim insanlarından biridir. ",Nesnel
"Tatilde sadece dinlenmek istemem, keşif yapmayı severim. ",Öznel,,İnsan vücudu yaklaşık %60 sudan oluşur. ,Nesnel
"Gözlük sana çok yakışmış, karakter katmış. ",Öznel,,Türkiye 1923 yılında cumhuriyet olmuştur. ,Nesnel
Onun yaptığı yorumlar çok düşüncesizceydi. ,Öznel,,"Türkiye, Avrupa Konseyi’nin kurucu üyelerindendir. ",Nesnel
En çok özlediğim şey sabah kahvaltıları. ,Öznel,,"Marmara Bölgesi, Türkiye'nin sanayi açısından en gelişmiş bölgesidir. ",Nesnel
Bence en verimli çalışma saatleri gece. ,Öznel,,Almanya'nın en kalabalık şehri Berlin'dir. ,Nesnel
Şu an çalan şarkı çok güzel bir ruh hali yaratıyor. ,Öznel,,"Mevsimler, Dünya’nın Güneş’e göre konumuna göre değişir. ",Nesnel
"O tatlı fazla abartılıyor, ben beğenmiyorum. ",Öznel,,"Deprem, yer kabuğundaki kırılmalar sonucu oluşur. ",Nesnel
Yeni dizideki karakterler çok itici. ,Öznel,,Türkiye’nin Karadeniz’e en uzun kıyısı olan ili Sinop’tur. ,Nesnel
Yürüyüş yapmak bana terapi gibi geliyor. ,Öznel,,"Akdeniz, dünyanın en tuzlu denizlerinden biridir. ",Nesnel
Çocukların sokakta oynaması çok güzel bir manzara. ,Öznel,,Dünya’da en fazla konuşulan dil Çince’dir. ,Nesnel
Yeni aldığım kitap beni pek sarmadı. ,Öznel,,"Türkiye, yarı başkanlık sistemiyle değil, parlamenter sistemle yönetilmiştir (2007öncesi) ",Nesnel
"Bu mont rüzgârı kesmiyor, işe yaramaz. ",Öznel,,Türkiye'deki ilk üniversite İstanbul Üniversitesi’dir. ,Nesnel
O telefon modeli sadece gösteriş için alınır. ,Öznel,,"Van Gölü, sodalı suya sahip bir göldür. ",Nesnel
Bu tür filmler bana hiç hitap etmiyor. ,Öznel,,Türkiye 29 Ekim’i Cumhuriyet Bayramı olarak kutlar. ,Nesnel
Akşam yemeğinde makarna yemeyi hiç sevmem. ,Öznel,,"Nil Nehri, Akdeniz'e dökülür. ",Nesnel
Yeni çıkan albüm beklentimin çok altındaydı. ,Öznel,,Arıların 6 bacağı vardır. ,Nesnel
O fotoğraf sergisi bana hiçbir şey hissettirmedi. ,Öznel,,Dünya’da ilk yazılı antlaşma Kadeş Antlaşması’dır. ,Nesnel
Bence herkesin günde en az bir saat sessiz kalması lazım. ,Öznel,,"Tuz, NaCl (sodyum klorür) formülüne sahiptir. ",Nesnel
O çanta modaya uygun ama hiç kullanışlı değil. ,Öznel,,"İklim değişikliği, küresel sıcaklık artışıyla ilgilidir. ",Nesnel
Bu sabah yürüyüşü bana çok iyi geldi. ,Öznel,,Mercan resifleri tropikal denizlerde oluşur. ,Nesnel
Yeni iş arkadaşım çok itici biri gibi görünüyor. ,Öznel,,Türkiye'nin en büyük sanayi kenti İstanbul’dur. ,Nesnel
Şehir dışında yaşamak daha huzurlu bence. ,Öznel,,Manyetik kutuplar zamanla yer değiştirebilir. ,Nesnel
O kalemin yazımı çok kötü. ,Öznel,,Türkiye’de Cumhurbaşkanlığı Hükümet Sistemi 2018’de yürürlüğe girmiştir. ,Nesnel
Bence sınav sistemi çok adaletsiz. ,Öznel,,"Türkiye, Akdeniz Oyunları'na ev sahipliği yapmıştır. ",Nesnel
"En iyi tatil köyde değil, doğada yapılır. ",Öznel,,Karbon döngüsü canlılar ve atmosfer arasında gerçekleşir. ,Nesnel
Akşamları kitap okumak sabah okumaktan daha keyifli. ,Öznel,,En eski uygarlıklardan biri Sümerlerdir. ,Nesnel
"Bugün kendimi çok yorgun hissediyorum, hiçbir şey yapmak istemiyorum. ",Öznel,,İnsan kulağı 20–20.000 Hz arası sesleri duyabilir. ,Nesnel
Bu sabah yaptığım yürüyüş gerçekten çok ferahlatıcıydı. ,Öznel,,"Türkiye, dört mevsimin yaşandığı bir ülkedir. ",Nesnel
Yeni öğretmenimiz çok karizmatik biri. ,Öznel,,Dünya nüfusu 2024 itibarıyla 8 milyarı aşmıştır. ,Nesnel
O filmin senaryosu bence tamamen saçmaydı. ,Öznel,,"Amonyak, NH₃ formülüne sahip kimyasal bir bileşiktir. ",Nesnel
Tatil boyunca hiçbir şey yapmamak çok keyifliydi. ,Öznel,,"İyonosfer, radyo dalgalarını yansıtan atmosfer katmanıdır. ",Nesnel
Şu an içtiğim çorba aşırı tuzlu olmuş. ,Öznel,,"Göbeklitepe, bilinen en eski tapınak yerleşimidir. ",Nesnel
Bence en yaratıcı sanatçı Picasso’dur. ,Öznel,,Dünya’da saniyede ortalama 100 yıldırım düşer. ,Nesnel
"Bugün çok gerginim, her şey sinirimi bozuyor. ",Öznel,,"Ekvator, Dünya’nın en uzun enlemidir. ",Nesnel
Bu tarz müzikler bana göre fazla gürültülü. ,Öznel,, Türkiye'nin üç tarafı denizlerle çevrilidir. ,Nesnel
O kitabın kapağı çok itici. ,Öznel,,Güneş sisteminde halkaları olan gezegenlerden biri Satürn’dür. ,Nesnel
Sosyal medya artık bence çok yapay bir ortam. ,Öznel,,"Türkiye’de 15 Temmuz, Demokrasi ve Millî Birlik Günü olarak anılır. ",Nesnel
Yeni gelen öğrencinin tarzı çok hoşuma gitti. ,Öznel,,"Amazon Yağmur Ormanları, dünyanın en büyük yağmur ormanıdır. ",Nesnel
Bu bilgisayar tasarımı çok kaba duruyor. ,Öznel,,Ay'da atmosfer yoktur. ,Nesnel
Yaz günleri kıştan çok daha güzel. ,Öznel,,Türkiye’nin ilk kadın tiyatro sanatçısı Afife Jale’dir. ,Nesnel
Onunla konuşmak bana huzur veriyor. ,Öznel,,Bir kilogram 1000 gramdır. ,Nesnel
Bugünkü toplantı tam bir zaman kaybıydı. ,Öznel,,DNA'nın çift sarmallı yapısı Watson ve Crick tarafından tanımlanmıştır. ,Nesnel
Bu dekorasyon çok zevksizce yapılmış. ,Öznel,,Türkiye 29 Ekim 1923'te cumhuriyet olmuştur. ,Nesnel
"Şehirde yaşam çok stresli, katlanamıyorum artık. ",Öznel,,Dünya'nın en derin noktası Mariana Çukuru’dur. ,Nesnel
Yeni aldığım botlar ayağımı çok rahatsız etti. ,Öznel,,"İlk yapay uydu Sputnik 1, 1957'de fırlatılmıştır. ",Nesnel
Dondurma yemek kışın daha keyifli oluyor. ,Öznel,,Türkiye'nin en büyük doğal gölü Van Gölü’dür. ,Nesnel
Bu müzik bana çocukluğumu hatırlatıyor. ,Öznel,,"Fahrenheit ölçeği, sıcaklık ölçümünde kullanılan bir sistemdir. ",Nesnel
Bence o resim sergisi gereğinden fazla abartıldı. ,Öznel,,"Türkiye, BM'ye 1945'te katılmıştır. ",Nesnel
Yağmurun sesi beni hep duygulandırıyor. ,Öznel,,Türkiye’de ilk kadın başbakan Tansu Çiller’dir. ,Nesnel
Bu tür şakalar hiç komik değil. ,Öznel,,Dünya’nın tek doğal uydusu Ay’dır. ,Nesnel
Şu anki ruh halim çok karışık. ,Öznel,,Vücudumuzdaki en uzun kemik uyluk kemiğidir. ,Nesnel
Bugün hiçbir iş yapmak içimden gelmiyor. ,Öznel,,"UNESCO, kültürel mirasları korumaya yönelik bir kuruluştur. ",Nesnel
Sınavın zorluk seviyesi aşırı abartılmış. ,Öznel,,Türkiye'nin ilk milli marşı İstiklal Marşı’dır. ,Nesnel
Yeni alınan masa çok çirkin duruyor. ,Öznel,,Halley Kuyruklu Yıldızı yaklaşık 76 yılda bir görünür. ,Nesnel
Kitabın baş karakteri bana çok itici geldi. ,Öznel,,Kuzey Yarımküre’de yaz gündönümü 21 Haziran’dadır. ,Nesnel
Film müzikleri atmosferi mahvetmiş. ,Öznel,,"İlk antibiyotik olan penisilin, Alexander Fleming tarafından bulunmuştur. ",Nesnel
Öğrencilerin sesi sınıfta dayanılmaz hale geliyor. ,Öznel,,"Türkiye'nin üç büyük metropolü İstanbul, Ankara ve İzmir’dir. ",Nesnel
Tatlıyı fazla kaçırmak pişmanlık verici oluyor. ,Öznel,,Dünya’daki en uzun nehir Nil Nehri olarak kabul edilir. ,Nesnel
Bu telefonun rengi çok sıradan. ,Öznel,,Türkiye’nin en yüksek dağı Ağrı Dağı’dır. ,Nesnel
Yeni açılan kafe çok ruhsuz bir yer. ,Öznel,,"Atom, proton, nötron ve elektronlardan oluşur. ",Nesnel
Bu kamp deneyimi benim için travmatikti. ,Öznel,,Afrika’nın en yüksek dağı Kilimanjaro’dur. ,Nesnel
O kişinin konuşma tarzı bana çok yapmacık geliyor. ,Öznel,,İnsan kalbi dört odacıktan oluşur. ,Nesnel
Bu kalem hiç de kaliteli değil gibi duruyor. ,Öznel,,Türkiye’de ilk köy enstitüleri 1940’ta açılmıştır. ,Nesnel
Yazın sıcağı dayanılmaz bir hâl alıyor. ,Öznel,,İlk Olimpiyat Oyunları Antik Yunan’da düzenlenmiştir. ,Nesnel
Bu yemek görüntüde güzel ama tadı kötü. ,Öznel,,Türkiye’nin en batıdaki ili Edirne’dir. ,Nesnel
Kitabın ortasında sıkılıp bırakmak zorunda kaldım. ,Öznel,,"Dünya Sağlık Örgütü, 1948 yılında kurulmuştur. ",Nesnel
Yeni saç rengim beni hiç yansıtmıyor. ,Öznel,,Türkiye’nin en uzun nehri Kızılırmak’tır. ,Nesnel
Yürüyüş yolları çok sıkıcı görünüyor. ,Öznel,,Dünya üzerinde en fazla konuşulan ana dil Çince’dir. ,Nesnel
Bu müze ziyareti beklentimin altındaydı. ,Öznel,,"Türkiye, 2005 yılında AB ile tam üyelik müzakerelerine başlamıştır. ",Nesnel
Arkadaşımın yaptığı tablo bence çok duygusal. ,Öznel,,Kaptanlık bandı genellikle takım liderine verilir. ,Nesnel
Bugün hiç moralim yok. ,Öznel,,Karadeniz’de hamsi bolca avlanır. ,Nesnel
Bu otobüs yolculuğu bana çok uzun geldi. ,Öznel,,Türkiye’deki ilk baraj Çubuk Barajı’dır. ,Nesnel
Akşam yemeğinde o kadar abartacak bir şey yoktu. ,Öznel,,Mars gezegenine “Kızıl Gezegen” denir. ,Nesnel
Yeni dizideki başrol oyuncusu hiç etkileyici değil. ,Öznel,,Türkiye’de ilk çok partili seçim 1950’de yapılmıştır. ,Nesnel
Bu park bana çocukluğumu anımsatıyor. ,Öznel,,İnsan vücudundaki en küçük kemik üzengi kemiğidir. ,Nesnel
Kırmızı halı kıyafetleri çok rüküş duruyordu. ,Öznel,,"Uzayda kütle değişmez, ancak ağırlık ortamdan etkilenir. ",Nesnel
O kahkahası beni rahatsız etti. ,Öznel,,"Ay, Dünya etrafındaki dönüşünü yaklaşık 27.3 günde tamamlar. ",Nesnel
" Bana göre en huzurlu ses, yağmurun camıma vuruşudur. ",Öznel,,Türkiye'nin en büyük ovalarından biri Konya Ovası’dır. ,Nesnel
Kırmızı rengi her zaman tutkunun ve enerjinin sembolü olarak görmüşümdür. ,Öznel,,İslamiyet öncesi Türkler göçebe yaşam sürmüştür. ,Nesnel
"Bence en lezzetli meyve, olgunlaşmış bir yaz şeftalisidir. ",Öznel,,Avrupa kıtasında en fazla ülke bulunur. ,Nesnel
Soğuk bir kış gününde sıcak bir fincan kahve gibisi yoktur. ,Öznel,,"Akdeniz, üç kıta arasında yer alır. ",Nesnel
"En sevdiğim mevsim, doğanın yeniden canlandığı ilkbahardır. ",Öznel,,Türkiye’nin üç büyük havalimanından biri İstanbul Havalimanı’dır. ,Nesnel
"Bana göre en rahatlatıcı aktivite, denize karşı kitap okumaktır. ",Öznel,,Uzay boşluğunda ısı iletimi gerçekleşmez. ,Nesnel
Müziğin evrensel bir dil olduğuna yürekten inanıyorum. ,Öznel,,Türkiye’de ilk kadın doktor Safiye Ali’dir. ,Nesnel
"Seyahat etmek, dünyaya farklı pencerelerden bakmamı sağlıyor. ",Öznel,,Lise eğitimi Türkiye’de dört yıldır. ,Nesnel
"En değerli anılarım, ailemle geçirdiğim zamanlardır. ",Öznel,,Dünya'nın kendi etrafında dönüş süresi yaklaşık 24 saattir. ,Nesnel
Bence bir insanın en önemli özelliği dürüstlüğüdür. ,Öznel,,Türkiye’nin resmi takvimi Miladi takvimdir. ,Nesnel
Kedilerin o gizemli ve bağımsız hallerine hayranım. ,Öznel,,Dünya'nın yerçekimi ivmesi yaklaşık 9.8 m/s²’dir. ,Nesnel
Yıldızlarla dolu bir gece gökyüzü her zaman beni büyüler. ,Öznel,,"Kuzey Kutbu, Arktik Okyanusu üzerindedir. ",Nesnel
"En keyif aldığım şeylerden biri, yeni bir tarif denemektir. ",Öznel,,Türkiye’nin ilk yerli cep telefonu üretimi 1990’larda başladı. ,Nesnel
"Bana göre en güzel sanat eseri, doğanın kendisidir. ",Öznel,,"Atom numarası, proton sayısını verir. ",Nesnel
Uzun ve anlamlı sohbetler her zaman ufkumu açmıştır. ,Öznel,,Dünyadaki en büyük kıta Asya’dır. ,Nesnel
"En sevdiğim çiçek, narin yapraklarıyla papatyadır. ",Öznel,,Bir yıl 12 aydır. ,Nesnel
"Bence gülmek, dünyanın en bulaşıcı eylemidir. ",Öznel,,Türkiye 1983 yılında Anavatan Partisi iktidarıyla çok partili sisteme devam etmiştir. ,Nesnel
Sessiz bir sabah yürüyüşü zihnimi dinlendirir. ,Öznel,,"Buzullar, tatlı suyun büyük kısmını barındırır. ",Nesnel
"En ilham verici yerler, genellikle tarihi mekanlardır. ",Öznel,,İlk internet bağlantısı 1969’da kurulmuştur. ,Nesnel
"Bana göre en önemli öğrenme yolu, soru sormaktır. ",Öznel,,Türkiye’nin en kalabalık ikinci şehri Ankara’dır. ,Nesnel
Köpeklerin koşulsuz sevgisi her zaman içimi ısıtır. ,Öznel,,Dünya yüzeyinin büyük kısmı okyanuslarla kaplıdır. ,Nesnel
Gün batımının o muhteşem renkleri beni her seferinde etkiler. ,Öznel,,Türkiye’nin doğusunda yer alan en büyük şehir Van’dır. ,Nesnel
"En sevdiğim içecek, taze sıkılmış portakal suyudur. ",Öznel,,"İnsan kulağında üç temel kemik bulunur: çekiç, örs ve üzengi. ",Nesnel
"Bence en büyük cesaret, kendi olabilmektir. ",Öznel,,Dünya’daki tüm uzunluk ölçüleri SI sistemine göre düzenlenmiştir. ,Nesnel
Yüksek bir dağın zirvesinden manzarayı izlemek nefes kesicidir. ,Öznel,,Türkiye’nin en eski üniversitelerinden biri İstanbul Teknik Üniversitesi’dir. ,Nesnel
"Bana göre en güzel hediye, düşünülerek seçilmiş olandır. ",Öznel,,Dünya’nın çevresi ekvatorda yaklaşık 40.075 km’dir. ,Nesnel
"Eski fotoğraflara bakmak, geçmişe tatlı bir yolculuktur. ",Öznel,,İlk uçuş denemeleri 1903 yılında Wright kardeşler tarafından yapılmıştır. ,Nesnel
"En sevdiğim tatlı, anneannemin yaptığı elmalı turta. ",Öznel,,"Türkiye, Balkan Yarımadası’nın doğusunda yer alır. ",Nesnel
Bence en önemli erdemlerden biri sabırdır. ,Öznel,,Toprak verimliliği humusla artar. ,Nesnel
"Bir ormanda yürüyüş yapmak, ruhumu dinlendirir. ",Öznel,,İkinci Dünya Savaşı 1939’da başlamış ve 1945’te sona ermiştir. ,Nesnel
"Bana göre en değerli şey, zamandır. ",Öznel,,Türkiye’nin en eski köy yerleşimlerinden biri Aşıklı Höyük’tür. ,Nesnel
"En sevdiğim film türü, düşündürücü dramalardır. ",Öznel,,Kuşlar omurgalı canlılardır. ,Nesnel
"Bence en etkili iletişim yolu, empatidir. ",Öznel,,Türkiye 1980'den sonra özelleştirme politikalarına başlamıştır. ,Nesnel
Yağmur sonrası toprak kokusu beni çocukluğuma götürür. ,Öznel,,C vitamini suda çözünen bir vitamindir. ,Nesnel
"En sevdiğim müzik türü, ruhumu okşayan klasik müziktir. ",Öznel,,Yer kabuğu levhalardan oluşur. ,Nesnel
"Bana göre en büyük lüks, sevdiklerimle vakit geçirmektir. ",Öznel,,"Türkiye, 1925’te takvim ve saat sistemini değiştirmiştir. ",Nesnel
"Yeni bir dil öğrenmek, farklı kültürlere açılan bir kapıdır. ",Öznel,,"Kuzey Işıkları, kutup bölgelerinde görülen doğal bir ışıma olayıdır. ",Nesnel
"En sevdiğim kitap türü, beni farklı dünyalara götüren romanlardır. ",Öznel,,Dünya’nın en büyük ekonomilerinden biri ABD’dir. ,Nesnel
